Supplier Name
FURUKAWA AUTOMOTIVE SYSTEMS (THAILAND) COMPANY LIMITED
NEW THAI WHEEL MANUFACTURING COMPANY LIMITED
MIKUNI (THAILAND) COMPANY LIMITED
HITACHI CHEMICAL STORAGE BATTERY (THAILAND) PUBLIC COMPANY LIMITED
ALPHACAST COMPANY LIMITED
THAI SUMMIT MITSUBA ELECTRIC MANUFACTURING COMPANY LIMITED
THAI SUMMIT PLASTECH COMPANY LIMITED
CH AUTOPARTS COMPANY LIMITED
LENSO WHEEL COMPANY LIMITED
CHO THAVEE PUBLIC COMPANY LIMITED
SIAM AT INDUSTRY COMPANY LIMITED
CHIEW CHAN INDUSTRY (1989) COMPANY LIMITED
ATSUMITEC (THAILAND) COMPANY LIMITED
HONDA FOUNDRY (ASIAN) COMPANY LIMITED
CH. INDUSTRY COMPANY LIMITED
EXEDY FRICTION MATERIAL COMPANY LIMITED
"HITACHI AUTOMOTIVE SYSTEMS ASIA, LIMITED"
TMBP LIMITED
"Robert Bosch, S. de R.L. de C.V."
"ZF México, S.A. de C.V."
"Key Automotive Accessories de México, S. de R.L. de C.V."
"Superior Industries de México, S. de R.L. de C.V."
"Rassini Suspensiones, S.A. de C.V."
"Valeo Sistemas Eléctricos, S.A. de C.V. ( VALEO NORTH AMERICA)"
"Cromadora Hermanos Pulido, S.A. de C.V."
"Lear Corporation México, S. de R.L. de C.V."
"Linamar de México, S.A. de C.V."
"Continental Automotive Guadalajara Mexico, S.A. de C.V."
"Antolín Interiors México, S.A. de C.V."
"Delphi Delco Electronics de Mexico, S. de R.L. de C.V."
"Manufacturera de Cigüeñales de México, S.A. de C.V."
"Vitesco Technologies Maquila México, S. de R.L. de C.V."
"Ensambles de Interiores Automotrices, S. de R.L. de C.V."
"Teksid Hierro de México, S.A. de C.V."
"Nemak México, S.A."
"Cubiertas de Asientos de Sabinas, S.A. de C.V."
"TechnoTrim de México, S. de R.L. de C.V."
"Mann+Hummel México, S.A. de C.V."
"Altec Electrónica Chihuahua, S.A. de C.V."
"Henniges Automotive México, S.A. de C.V."
"Carplastic, S.A. de C.V."
"Ficosa North América, S.A. de C.V."
"Faurecia Sistemas Automotrices de México, S.A. de C.V."
"Iacna México, S. de R.L. de C.V."
"TI Automotive Reynosa, S. de R.L. de C.V."
"Zodiac Aerospace Equipment de México, S. de R.L. de C.V."
"Arnecom, S.A. de C.V."
"Mahle Componentes de Motor de México, S. de R.L. de C.V."
"Delphi Diesel Systems, S. de R.L. de C.V."
"Cooper-Standard Automotive Sealing de México, S.A. de C.V."
"Mmg Manufacturas de Saltillo, S. de R.L. de C.V."
"S-Riko de Querétaro, S.A.P.I. de C.V."
"Mahle Componentes de Motor de México, S. de R.L. de C.V."
"Cooper-Standard Automotive FHS, S.A. de C.V."
"Martinrea Developments de Mexico, S.A. de C.V."
"Carplastic, S.A. de C.V."
"Pearl Leather México, S.A. de C.V."
"Empresas IAI, S. de R.L. de C.V."
"Nemak México, S.A."
"Altec Electrónica Chihuahua, S.A. de C.V."
"Sypris Technologies México, S. de R.L. de C.V."
"Proveedora de Herramientas y Accesorios para Radiador, S.A. de C.V."
"HC Querétaro, S.A. de C.V."
"Lear Corporation México, S. de R.L. de C.V."
"Walbro Los Mochis, S. de R.L. de C.V."
"Lear Corporation México, S. de R.L. de C.V."
"Grupo Antolín Silao, S.A. de C.V."
"Moto Diésel Mexicana, S.A. de C.V."
"Kautex Textron de México, S. de R.L. de C.V."
"Elring Klinger México, S.A. de C.V."
"Altec Electrónica Chihuahua, S.A. de C.V."
"Climate Systems Mexicana, S.A. de C.V."
"Metalsa, S.A. de C.V."
"Mahle Componentes de Motor de México, S. de R.L. de C.V."
"Valeo Sistemas Eléctricos, S.A. de C.V. ( VALEO NORTH AMERICA)"
"Delphi Delco Electronics de Mexico, S. de R.L. de C.V."
"Delphi Diesel Systems, S. de R.L. de C.V."
"Delphi Diesel Systems, S. de R.L. de C.V."
"Nemak México, S.A."
"Delphi Diesel Systems, S. de R.L. de C.V."
Magna International Inc
Linamar Corporation
Magna Seating Inc
Exco Technologies Limited
Stackpole International ULC
General Motors of Canada Company
Wescast Industries Inc
Magna International Inc
General Motors of Canada Company
"Stackpole International Powder Metal, Ltd."
Magna International Inc
F&P Mfg Inc
Pacific Insight Electronics Corp
"Ford Motor Company of Canada, Limited"
Manac Inc
Guelph Manufacturing Group Inc
KSR International Inc
A.G. Simpson Automotive Inc
Ground Effects Ltd
Linamar Corporation
Jefferson Elora Corporation
Magna Seating Inc
Magna Seating Inc
St. Clair Technologies Inc
Doepker Industries Ltd
A.G. Simpson Automotive Inc
Standen's Management Inc
"F&P Mfg., Inc"
Tiercon Corp
Kautex Corporation
Linamar Corporation
Linamar Corporation
Hanon Systems Canada Inc
KTH Shelburne Mfg. Inc
TerraVest Industries Inc
Marwood International Inc
CpK Interior Products Inc
Linamar Corporation
Linamar Corporation
Wescast Industries Inc
Rimex Supply Ltd
Nemak of Canada Corporation
Cooper-Standard Automotive Canada Limited
Matsu Manufacturing Inc
Linamar Corporation
IGB Automotive Ltd
Aisin Canada Inc
Magna Seating Inc
Multimatic Inc
FIO Automotive Canada Corporation
Cooper-Standard Automotive Canada Limited
Musashi Auto Parts Canada Inc
KSR International Inc
"Toyotetsu Canada, Inc"
"Stackpole International Powder Metal, Ltd"
Martinrea Metallic Canada Inc
"Stackpole International Powder Metal, Ltd"
"Mobile Climate Control, Inc"
Linamar Corporation
Nucap Industries Inc
SAF-Holland Canada Limited
Canadian Autoparts Toyota Inc
Triple E Canada Ltd
"Industries Spectra Premium Inc, Les"
"TONG YANG INDUSTRY CO., LTD."
"DEPO AUTO PARTS IND. CO., LTD."
"HUA-CHUANG AUTOMOBILE INFORMATION TECHNICAL CENTER CO., LTD."
TAIWAN YAZAKI CORPORATION
"HSIN CHONG MACHINERY WORKS CO., LTD."
GSK CORPORATION
"TA YIH INDUSTRIAL CO., LTD."
"SIXXON PRECISION MACHINERY CO., LTD."
CUB ELECPARTS INC.
"SHYE SHYANG MECHANICAL INDUSTRIAL CO., LTD."
"CHIAN HSING FORGING INDUSTRIAL CO., LTD."
NATIONAL AEROSPACE FASTENERS CORP.
"MAGNATE TECHNOLOGY CO., LTD."
CRYOMAX COOLING SYSTEM CORP.
LEE CHI ENTERPRISES COMPANY LTD.
"MOBILETRON ELECTRONICS CO., LTD."
"LIANG CHI INDUSTRY CO., LTD."
"LUCIDITY ENTERPRISE CO., LTD."
"MACAUTO INDUSTRIAL CO., LTD."
RINNAI TAIWAN CORPORATION
"SENTEC E&E CO., LTD."
"LINESOON INDUSTRIAL CO., LTD."
"SHIN CHIN INDUSTRIAL CO., LTD."
"KING SHING INDUSTRIAL CO., LTD."
ALEX GLOBAL AEROSPACE TECHNOLOGY INC.
CTE TECH CORP.
"HENG TONG MACHINERY CO., LTD."
"YUE KI INDUSTRIAL CO., LTD."
AUTO PARTS INDUSTRIAL LTD.
HU LANE ASSOCIATE INC.
"STAIRS INDUSTRIAL CO., LTD."
"RIGHT WAY INDUSTRIAL CO., LTD."
"JIEH CHUENG INDUSTRIAL CO., LTD."
KIAN SHEN CORPORATION
"JIAN SIN INDUSTRIAL CO, LTD"
TAI LUNG CAPITAL INC.
"SAN YES AUTOMOTIVE TECHNOLOGY CO., LTD."
"KENJOU INDUSTRIAL CO., LTD."
"ALFOT TECHNOLOGIES CO., LTD."
TAIWAY LTD.
"CHENG SHING PISTON CO., LTD."
"PUMA INDUSTRIAL CO., LTD."
APEX PRECISION TECHNOLOGY CORP.
"CHIN CHENG FIRST INDUSTRIAL CO., LTD."
"KUO CHUAN PRECISION IND. CO., LTD."
"SUN YEH ELECTRICAL IND. CO., LTD."
"TOYO JIANN TSANG ELECTRIC CO., LTD."
"STRONG WAY INDUSTRIAL CO., LTD."
MALICO INC.
"GIGANTEX COMPOSITE TECHNOLOGIES CO., LTD."
"MYCARR LIGHTING TECHNOLOGY CO., LTD."
"GSK INTEK CO., LTD."
"YIH SHENG AUTO PARTS IND. CO., LTD."
"YUN SHENG INDUSTRY CO., LTD."
"SHAFT ENTERPRISES CO., LTD."
TAIWAN BRAKE TECHNOLOGY CORP.
"RED WOOD ENTERPRISE CO., LTD."
Federal-Mogul Nürnberg GmbH
KS HUAYU AluTech GmbH
Swoboda Wiggensbach KG
IFA Powertrain GmbH & Co. KG
Küster Automotive GmbH
Auria Solutions GmbH
Mubea Fahrwerksfedern GmbH
Borbet Thüringen GmbH
ETO MAGNETIC GmbH
Feldbinder Spezialfahrzeugwerke GmbH
WESTFALIA-Automotive GmbH
Hirschvogel Komponenten GmbH
Valeo Klimasysteme GmbH
Ferdinand Bilstein GmbH + Co. KG
GEDIA Gebrüder Dingerkus GmbH
Edscha Automotive Hengersberg GmbH
Schnellecke Logistics Sachsen GmbH
Megatech Industries Deutschland GmbH
Eldra Kunststofftechnik GmbH
Audi Sport GmbH
Adient Components Ltd. & Co. KG
REUM GmbH
Linamar Powertrain GmbH
BCS Automotive Interface Solutions GmbH
Brüggen Fahrzeugwerk & Service GmbH
AKG Pietzcker KG
Grammer Technical Components GmbH
MS Powertrain Technologie GmbH
GRAMMER Interior Components GmbH
Willi Elbe Gelenkwellen GmbH & Co. KG.
Adient Ltd. & Co. KG
TD Deutsche Klimakompressor GmbH
Buderus Guss GmbH
S.M.A. Metalltechnik GmbH & Co. KG
ThyssenKrupp Presta Ilsenburg GmbH
Federal-Mogul Bremsbelag GmbH
Franz Kiel GmbH
Beinbauer Automotive GmbH & Co. KG
Feuer powertrain GmbH & Co.KG
JD Norman Germany GmbH
Sortimo International GmbH
Webasto Roof & Components SE
Nemak Dillingen Casting GmbH & Co. KG
Marelli Automotive Lighting Brotterode (Germany) GmbH
Neue ZWL Zahnradwerk Leipzig GmbH
Kirchhoff GmbH & Co. KG
BMW Hams Hall Motoren GmbH
Diesel Technic SE
Lear Corporation GmbH
tedrive Steering GmbH
Hella Innenleuchten-Systeme GmbH
JOST-Werke Deutschland GmbH
Hella Fahrzeugkomponenten GmbH
LMC Caravan GmbH & Co. KG
BorgWarner Transmission Systems GmbH
"A1 Cable Solutions, Inc."
A-1 Racing Products Inc
AA Performance
"AA Truck Sleeper, LLC"
AAC Enterprises LLC
AAM Casting Corp.
AAM Competition LLC
"AAM International Holdings, Inc."
AAM Metal Forming-Malvern Operation
"AAM Powder Metal Components, Inc."
AAM Powertrain
Aaron Incorporated
"Aavera Engineering, L.L.c"
ABC Automotive Systems Inc.
ABC Exclusive Inc
"Abcgodigital, LLC"
"Abernethy Welding & Repair, Inc."
"Abilities Unlimited of Ny, Inc."
Abington Auto Tags
"Able Weldbuilt Industries, Inc."
Abtivan Corporation
"AC Air Technology, Inc."
Acadiana Valve Services & Supply LLC
Acamen Inc
"Acat Global, LLC"
"ACC Performance Products Plus, Inc"
"Accelerated Racing Products, LLC"
Accelerated Torque Converters LLC
"Accent Monitoring Group, LLC"
"Access 2 Communications, Inc."
Acclaim Advanced Manufacturing (arc Products) LLC
"Accurate Automotive Engines, Inc."
Accuride Corporation
"Accuride Emi, LLC"
Accutrans Transmission Inc
Acd USA Inc.
Ace Fuel Systems A Wai Company
Ace Manufacturing and Parts Co
"Ace Trailers, Inc."
"Acela, Inc."
Acemco Incorporated
"Aces Equipment Sales, LLC"
Ach Solution USA Inc
"Acme Aerospace, Inc."
Acme Auto Electric Co
Acme Chassis Factory
Acme Headlining Co.
Acme Products Company
Acme Welding Inc
"Acsco Products, Inc."
Actasys Inc.
"Activar, Inc."
Active Heavy Duty Cooling
Active Interlock LLC
Active Radiator
"Activguard Interlock, LLC"
Acton Custom Enterprises
Acu-Tru Systems LLC
"Ad Piston Ring Company, LLC"
Ada Technologies Inc.
Adams Driveshaft Inc
"Adams Thermal Systems, Inc."
Addco Manufacturing Company
"Addev Walco, Inc."
Addicted Offroad
"Add-Onz, LLC"
Adient US Enterprises Limited Partnership
Adkins Truck Equipment Co.
"Adomani, Inc."
"Adr Power Systems, Inc."
"ADS Us, Inc."
"Advance Adapters, Inc."
Advance Engineering Company
Advance One Wheels Inc.
Advance Wheel Corporation
"Advanced Assembly Products, Inc."
"Advanced Clutch Technology, Inc."
"Advanced Design Auto Body, Inc."
Advanced Engine Management Inc.
"Advanced Flow Engineering, Inc."
"Advanced Mobility & Shelter Technologies, LLC"
"Advanced Performance Parts, Inc."
"Advanced Racing Suspensions, Inc."
"Advanced Rv, LLC"
"Advanced Technologies Ventures, Inc."
Advanced Technology Corp
"Advantage Truck Accessories, Inc."
"Advanti Racing Usa, LLC"
Adventure Van LLC
Adventurer LP
"Advics Manufacturing Ohio, Inc."
"AEC Group, Inc."
"Aep-California, LLC"
Aer
"Aer Manufacturing, Inc."
"Aero Industries, Inc."
"Aero Race Wheels, Inc."
"Aeroklas Usa, Inc."
Aeromotive Services Inc.
"Aeromotive, Inc."
Aerospace Lighting Corporation
"Aerotech Acrylic Concepts, Inc."
Aerotech Styling Inc
"Af1 International, Corp."
"A-Fab, LLC"
"Afco Performance Group, LLC"
Affinia Group Inc
"Affton Trucking Company, Inc."
AGA Systems LLC
"Agency Power Industries, LLC"
Agility Fuel Systems
"Agramkow North America, LLC"
Agri Services Co
"Agri-Dynamics, Inc"
AHP International Inc
"Aikin & Aikin, Inc."
"Aip/Fw Funding, Inc."
"Air Brake Repair Service, Inc."
Air Components and Manufacturing Inc
Air Conversion Technology Inc
"Air Flow Research Heads, Inc."
Air Flow Solutions Inc.
Air Horns of Texas L L C
Air Lift Company
Air Lift LLC
Air Patch Corporation
"Air Ride Technologies, Inc."
Airaid
"Airaid Filter Company, L.L.C."
Aircraft Gear Corporation
"Aircraft Precision Products, Inc."
"Aircraft Rubber Manufacturing, Inc."
Aircraft Technical Publishers
Airfixture LLC
Airfx USA LLC
Airhorn LLC
"Airodyne Industries, Inc."
Airstream Inc.
"Air-TEC Innovations, LLC"
"Airtek, LLC"
"Aisin Drivetrain, Inc."
"Aisin Electronics Illinois, LLC"
"Aisin Electronics Illinois, Llc."
"Aisin Mfg. Illinois, LLC"
"Aisin U.S.A. Mfg., Inc."
Aisin World Corp. of America
"Aiv, L.P."
NBC Bearings
HP Lubricants
KEI Wires & Cables
Federal-Mogul Goetze India
Kobex
Sankei Giken
Maxxis Rubber
Mijo Auto Gas
Rotex Automation
Total India
Amul Industries
JSS Automotives
Bharat Axles Pvt Ltd
Daksh Fasteners
Kapson India
Remax Fasteners Industries
Simmonds Marshall
Varun Enterprises
Viraj Profiles
Sterling Tools Limited
Sachiya Steel International
The Fasteners House
BDN Fasteners Pvt. Ltd.
Super Screws
Canco Fasteners
Fasteners N Fittings
Kanika Exports
ABM Fasteners
Varun Fasteners
Rattan Industries
NEXO INDUSTRIES PVT. LTD.
Micro Metals
Sri Raj Group
Super Engineers
Fasteners India
Sond Nuts and Bolts
Hare Krishna Enterprise
Kmalesh Metal (India)
JD Fasteners
Shiv Om Fasteners
Big Bolt Nut
Boltport
Laxmi Industries
Star Fasteners Pvt Ltd
Premium Fastners
FIX FIT Fasteners
Hindustan Engineers
Rachna Fasteners
Jyoti Industries
Bagadia Industrial Fasteners
Bagla Group
Forgofin Fasteners(India) Private Limited
Pee Vee Enterprises
Protek Fasteners
Ramesh Steel Corporation
Micro Precision Screws
Laxmi Fasteners Ltd
Creative Fasteners
Rajratna ventures Ltd
Steel Tubes India
 Bharat Industrial Fasteners
Premier Udyog
Jignesh Steel
Speciality Fasteners International
Precision Auto Engineers
Roll Fast
A. V. Fasteners Pvt. Ltd.
Kaloti Group 
Ankit Fasteners
RANDACK FASTENERS INDIA
BOUN Group
USHA Fasteners
High Tensile Fastnuts (India) Pvt. Ltd.
KM Fasteners Pvt Ltd
Sarvpar Supply
Aero Fasteners Pvt. Ltd.
M&M Fasteners India
Swami Plast Industries
TorqBolt Inc.
PIONEER NUTS & BOLTS PVT. LTD.
Udehra Fasteners Ltd
AIM TECH ENGINEERING SOLUTIONS PVT. LTD.
ICFS Anchor fastening system
RODS & FIXING FASTENERS
ACME FASTENERS PVT LTD
Uniloc Fasteners
Trident Fasteners
Mitter Fasteners
Parveen Metal Works
Suman Industrial Corporation (India)
Sond Nuts and Bolts
Welfast fasteners
RF India
Aanuraj Fasteners Private Limited
Hi-Bolt
Atul Fasteners Ltd
PM Metal
FM Fasteners
RUSHIPRABHA ENGINEERS PVT. LTD
Imperial Fasteners Pvt Ltd
Best Quality Fasteners
Laxmi Engineering Works
Kamyo
Boltport Fasteners LLP
Bollhoff Group
Patel Mech India
Fasteners Manufacturers Pvt Ltd
Atlas fasteners
Stainless Bolt Industries
Deepak Fasteners Limited
Bufab India Fasteners Pvt Ltd
Ramesh Steel Corporation
Rathod Enterprise
Aurangabad Electrical Ltd (CIE Group)
Bossard
Eastman Cast and Forge Limited
STANLEY® Engineered Fastening
Southco India Pvt. Ltd
PennEngineering
YKK INDIA PVT. LTD.
Caliber Enterprises
SHRUTI FASTNERS INDUSTRIES
Velcro
Ritinox overseas
MK Fasteners
Singhania International Limited
ITW Global Automotive
Atlas Copco
Vossloh AG
LAKHOTIA (India) Pvt Ltd.
Hilti India
INDO NIHON TECHNOLOGIES
Auxein Medical
Taurus Petroleums
Paras Lubricants Limited
FUCHS LUBRICANTS (INDIA) PVT. LTD.
Bharat Lubricants
SMK Petrochemicals India Pvt. Ltd
Nandan Petrochem Limited
Pentagon Lubricants
Yale Synthlube Industries
Elofic Industries Limited
TIDE WATER OIL CO. (I) LTD
Exxonmobil Lubricants Private Limited
Shell Lubricants
Total Oil India Private Limited (TOIPL)
Witmans Advances Fluids
Autorol
Arabian Petroleum Ltd
Masterline Engine Oils
Gresol Lubricants
Sigma Lubricants
Molygraph
Apar Industries Ltd
Sperry Lubricants
BP India
Xenon Lubricants
Delta
Raj Petro
Brittol
Bellzoil Overseas Pvt Ltd
Bechem Lubrication Technology
Castrol
Motul
Mico Lubricants
Nexton Lubricants
Balmer Lawrie & Co Ltd
Drivol
Aryan Lubricants Private Limited
Triambak Oils & Lubricants
Tribo Lubes
Rizol Lubricants
Extro Lubricants
Value Lubricants India Private Limited
Kothari Petrochemicals
Ultra Plus Lubes & West Coast Lubricants
Lodha Petro
Leo Lubricants Pvt. Ltd
Aryan Lubricants Private Limited
Apika Enterprise(Danalubes)
Solar Lubricant
Zubrex Lubricant LLP
PRATIGYA ENTERPRISES PVT. LTD
 Idemitsu Kosan Co.Pvt.Ltd
RBM Oil Corporation
Liberty lubricants
Gulf Oil Lubricants India Ltd
Inzin
Mark Specialities (I) Pvt. Ltd
EMIRATES LUBE INDIA PRIVATE LTD.
Champol Lubricants Corporation (India) Private Limited.
Yale Synthlube Industries
M. K. Corporation
Gars Lubricants
Valvoline Cummins Private limited
Savsol Lubricants
Petreplus
Aarna Lube Pvt Ltd
Raka Oil Company
Gargo International
Panama Petrochemicals Ltd
Transia Petrochemicals Pvt Ltd
Nye Lubricants
Siddhart Grease & Lubes Pvt Ltd
Texol Molecular Engineering
Lincoln Industrail
Aryan Lubricants Private Limited
Q8 Oils
Banco
Hella India
Liqui Moly
Vee Three Indication Equipment
Hydro Dyne Industries
Parker Hannifin India Pvt.Ltd.
Tucson Hydrocontrols
Hydac India Pvt Ltd
Hydrokrimp AC Pvt Ltd
TOP GEAR TRANSMISSIONS
Premier Bearings India Ltd
PIONEER GASKET MANUFACTURING COMPANY
CHETAK AUTO ENGG. PRODUCTS CO. PVT. LTD.
Vikrant Forge Pvt. Ltd
Multi-Wing India Pvt Ltd 
JEYSONS INDUSTRIES
PULSAR RUBBER MANUFACTURING CO. PVT.LTD.
United Engitech Private Limited
BARODA HI TECH ALLOYS (P) LTD
FLEXIBLE HOSE INDUSTRIES
SOKHI Engineering Company (P) Ltd
Recticel India Private Limited
ROTZLER India Pvt. Ltd.
AKG Group
Ellar Metal Parts
HUSCO HYDRAULICS PVT. LTD
Karma Steels
Millennium Aero Dynamics Pvt. Ltd. 
Timken India Ltd
